User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join Month,Last Payment Month
1254,Standard,14,2022-09-30,2023-07-04,Canada,49,Female,Tablet,1 Month,September,July
1255,Basic,10,2022-10-02,2023-07-04,United States,50,Male,Smart TV,1 Month,October,July
1256,Premium,13,2022-10-03,2023-07-05,United States,43,Male,Laptop,1 Month,October,July
1257,Basic,14,2022-10-05,2023-07-01,Canada,32,Male,Smart TV,1 Month,October,July
1258,Standard,15,2022-10-10,2023-07-03,United Kingdom,42,Female,Tablet,1 Month,October,July
1259,Premium,13,2022-10-11,2023-07-03,Australia,41,Female,Laptop,1 Month,October,July
1260,Basic,11,2022-10-13,2023-07-04,Germany,31,Male,Laptop,1 Month,October,July
1261,Premium,11,2022-10-14,2023-07-02,France,37,Female,Smart TV,1 Month,October,July
1262,Basic,12,2022-10-16,2023-07-03,Brazil,46,Male,Smart TV,1 Month,October,July
1263,Standard,14,2022-10-18,2023-07-03,Mexico,30,Female,Tablet,1 Month,October,July
1264,Standard,11,2022-10-22,2023-07-05,Spain,30,Female,Smart TV,1 Month,October,July
1265,Basic,10,2022-10-24,2023-07-03,Italy,34,Female,Tablet,1 Month,October,July
1266,Premium,15,2022-10-25,2023-07-04,Spain,47,Female,Laptop,1 Month,October,July
1267,Basic,14,2022-10-29,2023-07-03,Spain,41,Male,Tablet,1 Month,October,July
1268,Standard,13,2022-11-02,2023-07-04,United States,42,Female,Laptop,1 Month,November,July
1269,Premium,12,2022-11-03,2023-07-05,Canada,48,Female,Smartphone,1 Month,November,July
1270,Basic,11,2022-11-04,2023-07-06,United States,30,Female,Smart TV,1 Month,November,July
1271,Basic,13,2022-11-05,2023-07-03,United States,51,Male,Smartphone,1 Month,November,July
1272,Basic,13,2022-11-05,2023-07-04,Canada,27,Male,Smartphone,1 Month,November,July
1273,Standard,13,2022-10-31,2023-07-04,United Kingdom,38,Male,Tablet,1 Month,October,July
1274,Premium,12,2022-10-27,2023-07-05,Australia,29,Female,Smart TV,1 Month,October,July
1275,Basic,11,2022-10-25,2023-07-03,Germany,40,Female,Smartphone,1 Month,October,July
1276,Basic,12,2022-10-26,2023-07-04,France,31,Female,Laptop,1 Month,October,July
1277,Premium,11,2022-09-30,2023-07-04,Brazil,30,Male,Smartphone,1 Month,September,July
1278,Standard,13,2022-09-27,2023-07-05,Mexico,44,Male,Laptop,1 Month,September,July
1279,Standard,14,2022-09-12,2023-07-03,Spain,34,Female,Tablet,1 Month,September,July
1280,Basic,14,2022-08-25,2023-07-04,Italy,28,Female,Laptop,1 Month,August,July
1281,Premium,13,2022-08-25,2023-07-04,Spain,41,Female,Laptop,1 Month,August,July
1282,Standard,12,2022-08-22,2023-07-05,Spain,43,Male,Tablet,1 Month,August,July
1283,Basic,10,2022-08-17,2023-07-02,United States,33,Male,Laptop,1 Month,August,July
1284,Standard,12,2022-08-09,2023-07-03,Canada,32,Female,Tablet,1 Month,August,July
1285,Premium,10,2022-08-06,2023-07-04,United States,39,Male,Smart TV,1 Month,August,July
1286,Basic,15,2022-07-17,2023-07-04,United States,37,Male,Laptop,1 Month,July,July
1287,Premium,11,2022-07-12,2023-07-02,Canada,46,Male,Tablet,1 Month,July,July
1288,Standard,11,2022-07-12,2023-07-03,United Kingdom,39,Male,Smartphone,1 Month,July,July
1289,Basic,12,2022-07-02,2023-07-04,Australia,46,Female,Tablet,1 Month,July,July
1290,Standard,13,2022-07-02,2023-07-03,Germany,43,Male,Laptop,1 Month,July,July
1291,Premium,10,2022-06-30,2023-07-02,France,32,Female,Laptop,1 Month,June,July
1292,Basic,12,2022-06-30,2023-07-04,Brazil,30,Female,Smart TV,1 Month,June,July
1293,Standard,11,2022-07-01,2023-07-04,Mexico,40,Female,Tablet,1 Month,July,July
1294,Premium,11,2022-06-30,2023-07-04,Spain,51,Female,Smartphone,1 Month,June,July
1295,Basic,10,2022-06-29,2023-07-02,Italy,40,Female,Smartphone,1 Month,June,July
1296,Premium,12,2022-06-30,2023-07-03,Spain,28,Male,Smart TV,1 Month,June,July
1297,Basic,14,2022-06-29,2023-07-04,Spain,51,Female,Smartphone,1 Month,June,July
1298,Standard,14,2022-06-26,2023-07-03,United States,27,Male,Laptop,1 Month,June,July
1299,Standard,14,2022-06-27,2023-07-01,Canada,35,Male,Smart TV,1 Month,June,July
1300,Basic,11,2022-06-24,2023-07-03,United States,37,Male,Laptop,1 Month,June,July
1301,Premium,14,2022-06-23,2023-07-04,United States,51,Male,Smart TV,1 Month,June,July
1302,Basic,11,2022-06-23,2023-07-03,Canada,40,Male,Smart TV,1 Month,June,July
1303,Standard,14,2022-06-25,2023-07-03,United Kingdom,38,Male,Laptop,1 Month,June,July
1304,Premium,11,2022-06-28,2023-07-03,Australia,48,Female,Laptop,1 Month,June,July
1305,Basic,11,2022-07-01,2023-07-03,Germany,49,Male,Smartphone,1 Month,July,July
1306,Premium,15,2022-07-02,2023-07-05,France,33,Female,Laptop,1 Month,July,July
1307,Basic,10,2022-07-06,2023-07-03,Brazil,34,Female,Tablet,1 Month,July,July
1308,Standard,15,2022-07-12,2023-07-06,Mexico,39,Male,Tablet,1 Month,July,July
1309,Standard,13,2022-07-17,2023-07-02,Spain,37,Female,Tablet,1 Month,July,July
1310,Basic,15,2022-07-23,2023-07-05,Italy,44,Male,Laptop,1 Month,July,July
1311,Premium,15,2022-07-29,2023-07-04,Spain,35,Male,Tablet,1 Month,July,July
1312,Basic,11,2022-08-06,2023-07-06,Spain,31,Female,Laptop,1 Month,August,July
1313,Standard,10,2022-08-09,2023-07-02,United States,39,Male,Smart TV,1 Month,August,July
1314,Premium,13,2022-08-14,2023-07-05,Canada,38,Male,Tablet,1 Month,August,July
1315,Basic,11,2022-08-20,2023-07-03,United States,42,Male,Smartphone,1 Month,August,July
1316,Premium,12,2022-08-28,2023-07-05,United States,48,Female,Tablet,1 Month,August,July
1317,Basic,11,2022-09-02,2023-07-03,Canada,31,Male,Tablet,1 Month,September,July
1318,Standard,11,2022-09-04,2023-07-05,United Kingdom,42,Male,Smartphone,1 Month,September,July
1319,Standard,14,2022-09-06,2023-07-03,Australia,35,Male,Smartphone,1 Month,September,July
1320,Basic,10,2022-09-14,2023-07-05,Germany,39,Male,Laptop,1 Month,September,July
1321,Premium,13,2022-09-15,2023-07-04,France,50,Female,Tablet,1 Month,September,July
1322,Basic,11,2022-09-16,2023-07-06,Brazil,40,Male,Smartphone,1 Month,September,July
1323,Standard,10,2022-09-28,2023-07-02,Mexico,29,Male,Smartphone,1 Month,September,July
1324,Premium,10,2022-10-02,2023-07-04,Spain,48,Female,Smart TV,1 Month,October,July
1325,Basic,15,2022-10-03,2023-07-04,Italy,34,Male,Smartphone,1 Month,October,July
1326,Premium,10,2022-10-05,2023-07-05,Spain,48,Male,Smartphone,1 Month,October,July
1327,Basic,12,2022-10-07,2023-07-02,Spain,48,Male,Laptop,1 Month,October,July
1328,Standard,12,2022-10-09,2023-07-04,United States,35,Female,Tablet,1 Month,October,July
1329,Standard,11,2022-10-11,2023-07-04,Canada,29,Male,Laptop,1 Month,October,July
1330,Basic,14,2022-10-13,2023-07-05,United States,47,Female,Smart TV,1 Month,October,July
1331,Premium,12,2022-10-15,2023-07-02,United States,36,Male,Smartphone,1 Month,October,July
1332,Basic,12,2022-10-17,2023-07-04,Canada,40,Female,Smartphone,1 Month,October,July
1333,Standard,14,2022-10-21,2023-07-04,United Kingdom,51,Male,Tablet,1 Month,October,July
1334,Premium,12,2022-10-23,2023-07-05,Australia,37,Male,Smart TV,1 Month,October,July
1335,Basic,12,2022-10-24,2023-07-06,Germany,36,Male,Tablet,1 Month,October,July
1336,Premium,12,2022-10-28,2023-07-04,France,45,Male,Tablet,1 Month,October,July
1337,Basic,11,2022-10-31,2023-07-04,Brazil,31,Female,Tablet,1 Month,October,July
1338,Standard,14,2022-11-03,2023-07-04,Mexico,45,Female,Laptop,1 Month,November,July
1339,Standard,11,2022-11-04,2023-07-05,Spain,30,Male,Laptop,1 Month,November,July
1340,Basic,14,2022-11-05,2023-07-06,Italy,40,Female,Smartphone,1 Month,November,July
1341,Premium,14,2022-11-06,2023-07-04,Spain,44,Female,Smart TV,1 Month,November,July
1342,Basic,12,2022-11-01,2023-07-05,Spain,36,Female,Laptop,1 Month,November,July
1343,Standard,10,2022-11-01,2023-07-05,United States,36,Male,Tablet,1 Month,November,July
1344,Premium,11,2022-10-29,2023-07-05,Canada,32,Female,Smartphone,1 Month,October,July
1345,Basic,10,2022-10-27,2023-07-03,United States,46,Male,Smart TV,1 Month,October,July
1346,Basic,12,2022-10-16,2023-07-04,United States,39,Female,Smart TV,1 Month,October,July
1347,Basic,13,2022-10-14,2023-07-04,Canada,30,Male,Smart TV,1 Month,October,July
1348,Standard,13,2022-09-14,2023-07-05,United Kingdom,34,Male,Laptop,1 Month,September,July
1349,Premium,14,2022-09-03,2023-07-03,Australia,28,Male,Laptop,1 Month,September,July
1350,Basic,13,2022-08-27,2023-07-04,Germany,39,Female,Smartphone,1 Month,August,July
1351,Basic,12,2022-08-27,2023-07-05,France,34,Female,Laptop,1 Month,August,July
1352,Premium,13,2022-08-21,2023-07-05,Brazil,42,Male,Laptop,1 Month,August,July
1353,Standard,13,2022-08-13,2023-07-02,Mexico,29,Female,Tablet,1 Month,August,July
1354,Standard,13,2022-08-12,2023-07-04,Spain,29,Male,Tablet,1 Month,August,July
1355,Basic,12,2022-07-24,2023-07-04,Italy,30,Male,Tablet,1 Month,July,July
1356,Premium,11,2022-07-24,2023-07-04,Spain,51,Male,Smartphone,1 Month,July,July
1357,Standard,11,2022-07-12,2023-07-02,Spain,51,Male,Smart TV,1 Month,July,July
1358,Basic,13,2022-07-09,2023-07-04,United States,44,Male,Tablet,1 Month,July,July
1359,Standard,13,2022-07-09,2023-07-05,Canada,35,Male,Laptop,1 Month,July,July
1360,Premium,10,2022-07-10,2023-07-04,United States,39,Male,Smart TV,1 Month,July,July
1361,Basic,12,2022-07-02,2023-07-02,United States,41,Female,Laptop,1 Month,July,July
1362,Premium,13,2022-07-02,2023-07-04,Canada,44,Female,Laptop,1 Month,July,July
1363,Standard,11,2022-07-01,2023-07-05,United Kingdom,29,Male,Laptop,1 Month,July,July
1364,Basic,14,2022-07-01,2023-07-04,Australia,47,Male,Tablet,1 Month,July,July
1365,Standard,10,2022-06-30,2023-07-02,Germany,28,Female,Smartphone,1 Month,June,July
1366,Premium,15,2022-06-29,2023-07-04,France,45,Male,Laptop,1 Month,June,July
1367,Basic,11,2022-06-26,2023-07-04,Brazil,28,Female,Smartphone,1 Month,June,July
1368,Standard,14,2022-06-27,2023-07-03,Mexico,31,Female,Laptop,1 Month,June,July
1369,Premium,13,2022-06-25,2023-07-03,Spain,47,Female,Laptop,1 Month,June,July
1370,Basic,13,2022-06-23,2023-07-04,Italy,42,Female,Tablet,1 Month,June,July
1371,Premium,14,2022-06-24,2023-07-04,Spain,34,Female,Laptop,1 Month,June,July
1372,Basic,12,2022-06-25,2023-07-05,Spain,40,Female,Laptop,1 Month,June,July
1373,Standard,13,2022-06-26,2023-07-04,United States,42,Female,Laptop,1 Month,June,July
1374,Standard,14,2022-06-27,2023-07-07,Canada,33,Male,Smart TV,1 Month,June,July
1375,Basic,12,2022-06-30,2023-07-03,United States,30,Male,Laptop,1 Month,June,July
1376,Premium,14,2022-07-03,2023-07-05,United States,29,Male,Tablet,1 Month,July,July
1377,Basic,13,2022-07-09,2023-07-04,Canada,31,Male,Smart TV,1 Month,July,July
1378,Standard,14,2022-07-17,2023-07-06,United Kingdom,46,Female,Smart TV,1 Month,July,July
1379,Premium,11,2022-07-22,2023-07-03,Australia,46,Female,Smartphone,1 Month,July,July
1380,Basic,11,2022-07-28,2023-07-05,Germany,47,Male,Laptop,1 Month,July,July
1381,Premium,12,2022-08-04,2023-07-04,France,48,Female,Smart TV,1 Month,August,July
1382,Basic,13,2022-08-08,2023-07-06,Brazil,32,Female,Smart TV,1 Month,August,July
1383,Standard,13,2022-08-13,2023-07-04,Mexico,51,Female,Tablet,1 Month,August,July
1384,Standard,13,2022-08-17,2023-07-05,Spain,33,Male,Smart TV,1 Month,August,July
1385,Basic,15,2022-08-20,2023-07-04,Italy,43,Male,Smartphone,1 Month,August,July
1386,Premium,14,2022-08-28,2023-07-06,Spain,43,Female,Smart TV,1 Month,August,July
1387,Basic,13,2022-08-29,2023-07-04,Spain,42,Male,Smart TV,1 Month,August,July
1388,Standard,15,2022-09-03,2023-07-05,United States,30,Male,Smartphone,1 Month,September,July
1389,Premium,13,2022-09-10,2023-07-03,Canada,50,Male,Smartphone,1 Month,September,July
1390,Basic,11,2022-09-13,2023-07-05,United States,51,Female,Laptop,1 Month,September,July
1391,Premium,14,2022-09-15,2023-07-04,United States,36,Female,Tablet,1 Month,September,July
1392,Basic,13,2022-09-25,2023-07-06,Canada,41,Female,Tablet,1 Month,September,July
1393,Standard,10,2022-10-01,2023-07-03,United Kingdom,37,Male,Smart TV,1 Month,October,July
1394,Standard,11,2022-10-02,2023-07-04,Australia,30,Female,Tablet,1 Month,October,July
1395,Basic,11,2022-10-05,2023-07-04,Germany,50,Female,Tablet,1 Month,October,July
1396,Premium,14,2022-10-06,2023-07-05,France,41,Female,Smart TV,1 Month,October,July
1397,Basic,14,2022-10-07,2023-07-03,Brazil,29,Female,Laptop,1 Month,October,July
1398,Standard,12,2022-10-10,2023-07-04,Mexico,43,Male,Smart TV,1 Month,October,July
1399,Premium,12,2022-10-12,2023-07-04,Spain,31,Female,Smart TV,1 Month,October,July
1400,Basic,14,2022-10-15,2023-07-06,Italy,40,Male,Laptop,1 Month,October,July
1401,Premium,12,2022-10-17,2023-07-05,Spain,35,Female,Smart TV,1 Month,October,July
1402,Basic,13,2022-10-21,2023-07-04,Spain,39,Female,Laptop,1 Month,October,July
1403,Standard,14,2022-10-23,2023-07-05,United States,48,Male,Laptop,1 Month,October,July
1404,Standard,14,2022-10-24,2023-07-05,Canada,42,Female,Tablet,1 Month,October,July
1405,Basic,11,2022-10-27,2023-07-06,United States,48,Female,Smart TV,1 Month,October,July
1406,Premium,10,2022-10-30,2023-07-07,United States,33,Female,Smart TV,1 Month,October,July
1407,Basic,14,2022-10-31,2023-07-04,Canada,45,Female,Smart TV,1 Month,October,July
1408,Standard,14,2022-11-03,2023-07-04,United Kingdom,40,Female,Smart TV,1 Month,November,July
1409,Premium,15,2022-11-05,2023-07-06,Australia,38,Male,Tablet,1 Month,November,July
1410,Basic,14,2022-11-06,2023-07-06,Germany,31,Female,Tablet,1 Month,November,July
1411,Premium,14,2022-11-01,2023-07-04,France,33,Female,Smart TV,1 Month,November,July
1412,Basic,15,2022-11-02,2023-07-05,Brazil,27,Male,Laptop,1 Month,November,July
1413,Standard,13,2022-11-02,2023-07-05,Mexico,47,Male,Smartphone,1 Month,November,July
1414,Standard,15,2022-11-01,2023-07-06,Spain,41,Male,Tablet,1 Month,November,July
1415,Basic,11,2022-10-17,2023-07-03,Italy,32,Female,Smart TV,1 Month,October,July
1416,Premium,11,2022-10-18,2023-07-05,Spain,31,Male,Smart TV,1 Month,October,July
1417,Basic,13,2022-09-28,2023-07-05,Spain,43,Female,Tablet,1 Month,September,July
1418,Standard,15,2022-09-23,2023-07-05,United States,42,Female,Smart TV,1 Month,September,July
1419,Premium,15,2022-09-22,2023-07-03,Canada,46,Male,Smartphone,1 Month,September,July
1420,Basic,12,2022-08-31,2023-07-04,United States,27,Female,Smartphone,1 Month,August,July
1421,Basic,15,2022-08-28,2023-07-05,United States,48,Female,Smart TV,1 Month,August,July
1422,Basic,15,2022-08-27,2023-07-05,Canada,49,Male,Laptop,1 Month,August,July
1423,Standard,12,2022-08-17,2023-07-03,United Kingdom,43,Male,Smart TV,1 Month,August,July
1424,Premium,14,2022-08-09,2023-07-04,Australia,38,Male,Laptop,1 Month,August,July
1425,Basic,13,2022-07-24,2023-07-05,Germany,37,Male,Smartphone,1 Month,July,July
1426,Basic,12,2022-07-16,2023-07-04,France,39,Female,Smart TV,1 Month,July,July
1427,Premium,10,2022-07-15,2023-07-03,Brazil,40,Male,Tablet,1 Month,July,July
1428,Standard,12,2022-07-12,2023-07-05,Mexico,40,Male,Smart TV,1 Month,July,July
1429,Standard,12,2022-07-12,2023-07-06,Spain,48,Male,Laptop,1 Month,July,July
1430,Basic,13,2022-07-09,2023-07-05,Italy,43,Female,Smart TV,1 Month,July,July
1431,Premium,10,2022-07-05,2023-07-02,Spain,46,Male,Laptop,1 Month,July,July
1432,Standard,11,2022-07-05,2023-07-05,Spain,43,Male,Smartphone,1 Month,July,July
1433,Basic,10,2022-07-03,2023-07-05,United States,30,Female,Tablet,1 Month,July,July
1434,Standard,13,2022-07-01,2023-07-04,Canada,51,Female,Laptop,1 Month,July,July
1435,Premium,12,2022-06-30,2023-07-03,United States,30,Male,Smartphone,1 Month,June,July
1436,Basic,14,2022-06-27,2023-07-04,United States,47,Female,Smart TV,1 Month,June,July
1437,Premium,13,2022-06-28,2023-07-04,Canada,41,Male,Laptop,1 Month,June,July
1438,Standard,10,2022-06-28,2023-07-05,United Kingdom,45,Female,Smartphone,1 Month,June,July
1439,Basic,14,2022-06-24,2023-07-04,Australia,47,Female,Laptop,1 Month,June,July
1440,Standard,11,2022-06-24,2023-07-05,Germany,48,Female,Smart TV,1 Month,June,July
1441,Premium,11,2022-06-25,2023-07-04,France,51,Female,Tablet,1 Month,June,July
1442,Basic,10,2022-06-26,2023-07-06,Brazil,29,Male,Smart TV,1 Month,June,July
1443,Standard,13,2022-06-27,2023-07-05,Mexico,43,Female,Laptop,1 Month,June,July
1444,Premium,13,2022-06-29,2023-07-07,Spain,49,Female,Tablet,1 Month,June,July
1445,Basic,11,2022-07-02,2023-07-03,Italy,37,Male,Smartphone,1 Month,July,July
1446,Premium,13,2022-07-07,2023-07-05,Spain,48,Male,Tablet,1 Month,July,July
1447,Basic,11,2022-07-13,2023-07-05,Spain,36,Female,Tablet,1 Month,July,July
1448,Standard,14,2022-07-18,2023-07-07,United States,33,Female,Laptop,1 Month,July,July
1449,Standard,14,2022-07-24,2023-07-04,Canada,38,Female,Laptop,1 Month,July,July
1450,Basic,12,2022-07-31,2023-07-06,United States,42,Female,Smartphone,1 Month,July,July
1451,Premium,15,2022-08-01,2023-07-05,United States,30,Female,Tablet,1 Month,August,July
1452,Basic,10,2022-08-08,2023-07-06,Canada,39,Male,Smart TV,1 Month,August,July
1453,Standard,14,2022-08-13,2023-07-04,United Kingdom,36,Male,Smartphone,1 Month,August,July
1454,Premium,11,2022-08-14,2023-07-06,Australia,27,Female,Smartphone,1 Month,August,July
1455,Basic,11,2022-08-23,2023-07-04,Germany,49,Male,Smart TV,1 Month,August,July
1456,Premium,14,2022-08-27,2023-07-06,France,31,Male,Laptop,1 Month,August,July
1457,Basic,10,2022-08-31,2023-07-05,Brazil,36,Male,Laptop,1 Month,August,July
1458,Standard,14,2022-09-09,2023-07-06,Mexico,41,Female,Tablet,1 Month,September,July
1459,Standard,10,2022-09-10,2023-07-04,Spain,45,Female,Laptop,1 Month,September,July
1460,Basic,14,2022-09-12,2023-07-05,Italy,45,Male,Smart TV,1 Month,September,July
1461,Premium,11,2022-09-17,2023-07-05,Spain,32,Male,Smart TV,1 Month,September,July
1462,Basic,13,2022-09-21,2023-07-06,Spain,41,Female,Smartphone,1 Month,September,July
1463,Standard,11,2022-10-02,2023-07-03,United States,37,Male,Smart TV,1 Month,October,July
1464,Premium,10,2022-10-04,2023-07-05,Canada,27,Male,Laptop,1 Month,October,July
1465,Basic,14,2022-10-06,2023-07-04,United States,41,Male,Laptop,1 Month,October,July
1466,Premium,13,2022-10-07,2023-07-06,United States,30,Female,Smart TV,1 Month,October,July
1467,Basic,12,2022-10-08,2023-07-04,Canada,43,Male,Smartphone,1 Month,October,July
1468,Standard,12,2022-10-11,2023-07-05,United Kingdom,51,Male,Laptop,1 Month,October,July
1469,Standard,12,2022-10-13,2023-07-04,Australia,46,Female,Smart TV,1 Month,October,July
1470,Basic,10,2022-10-15,2023-07-06,Germany,27,Female,Tablet,1 Month,October,July
1471,Premium,10,2022-10-19,2023-07-06,France,51,Female,Smartphone,1 Month,October,July
1472,Basic,14,2022-10-21,2023-07-06,Brazil,28,Female,Laptop,1 Month,October,July
1473,Standard,14,2022-10-23,2023-07-05,Mexico,33,Male,Smartphone,1 Month,October,July
1474,Premium,12,2022-10-26,2023-07-05,Spain,31,Female,Laptop,1 Month,October,July
1475,Basic,13,2022-10-27,2023-07-06,Italy,47,Male,Laptop,1 Month,October,July
1476,Premium,10,2022-10-31,2023-07-07,Spain,45,Female,Tablet,1 Month,October,July
1477,Basic,13,2022-11-03,2023-07-05,Spain,42,Male,Smart TV,1 Month,November,July
1478,Standard,15,2022-11-05,2023-07-06,United States,47,Female,Smart TV,1 Month,November,July
1479,Standard,12,2022-11-06,2023-07-06,Canada,29,Female,Smart TV,1 Month,November,July
1480,Basic,13,2022-11-03,2023-07-07,United States,49,Female,Laptop,1 Month,November,July
1481,Premium,14,2022-11-03,2023-07-04,United States,41,Female,Laptop,1 Month,November,July
1482,Basic,13,2022-11-04,2023-07-05,Canada,45,Male,Smartphone,1 Month,November,July
1483,Standard,14,2022-11-02,2023-07-06,United Kingdom,49,Male,Smart TV,1 Month,November,July
1484,Premium,13,2022-10-27,2023-07-06,Australia,41,Male,Smart TV,1 Month,October,July
1485,Basic,15,2022-10-27,2023-07-04,Germany,37,Male,Laptop,1 Month,October,July
1486,Premium,14,2022-10-15,2023-07-05,France,31,Male,Smartphone,1 Month,October,July
1487,Basic,13,2022-10-03,2023-07-05,Brazil,29,Male,Smartphone,1 Month,October,July
1488,Standard,10,2022-09-25,2023-07-05,Mexico,51,Female,Smart TV,1 Month,September,July
1489,Standard,12,2022-09-16,2023-07-03,Spain,33,Male,Smart TV,1 Month,September,July
1490,Basic,12,2022-09-14,2023-07-04,Italy,31,Male,Smartphone,1 Month,September,July
1491,Premium,11,2022-09-11,2023-07-05,Spain,42,Female,Laptop,1 Month,September,July
1492,Basic,15,2022-09-09,2023-07-05,Spain,48,Female,Laptop,1 Month,September,July
1493,Standard,13,2022-08-12,2023-07-03,United States,37,Female,Laptop,1 Month,August,July
1494,Premium,13,2022-08-04,2023-07-06,Canada,51,Female,Smartphone,1 Month,August,July
1495,Basic,12,2022-08-04,2023-07-06,United States,29,Female,Tablet,1 Month,August,July
1496,Basic,13,2022-07-31,2023-07-05,United States,46,Male,Tablet,1 Month,July,July
1497,Basic,15,2022-07-29,2023-07-03,Canada,35,Male,Smart TV,1 Month,July,July
1498,Standard,15,2022-07-14,2023-07-05,United Kingdom,44,Female,Smartphone,1 Month,July,July
1499,Premium,12,2022-07-13,2023-07-06,Australia,36,Male,Smart TV,1 Month,July,July
1500,Basic,14,2022-07-11,2023-07-05,Germany,38,Female,Tablet,1 Month,July,July
1501,Basic,12,2022-07-12,2023-07-03,France,36,Male,Smart TV,1 Month,July,July
1502,Premium,14,2022-07-11,2023-07-05,Brazil,40,Female,Laptop,1 Month,July,July
1503,Standard,10,2022-07-02,2023-07-05,Mexico,29,Male,Laptop,1 Month,July,July
1504,Standard,11,2022-06-30,2023-07-06,Spain,32,Male,Smart TV,1 Month,June,July
1505,Basic,12,2022-06-30,2023-07-05,Italy,30,Male,Laptop,1 Month,June,July
1506,Premium,10,2022-06-29,2023-07-05,Spain,47,Male,Smartphone,1 Month,June,July
1507,Standard,15,2022-06-30,2023-07-04,Spain,28,Female,Tablet,1 Month,June,July
1508,Basic,11,2022-06-24,2023-07-05,United States,49,Male,Laptop,1 Month,June,July
1509,Standard,12,2022-06-25,2023-07-04,Canada,50,Male,Smartphone,1 Month,June,July
1510,Premium,11,2022-06-25,2023-07-07,United States,33,Male,Smart TV,1 Month,June,July
1511,Basic,13,2022-06-26,2023-07-04,United States,50,Male,Smart TV,1 Month,June,July
1512,Premium,10,2022-06-27,2023-07-06,Canada,28,Female,Smart TV,1 Month,June,July
1513,Standard,12,2022-06-29,2023-07-06,United Kingdom,41,Male,Smartphone,1 Month,June,July
1514,Basic,12,2022-07-01,2023-07-07,Australia,30,Female,Smartphone,1 Month,July,July
1515,Standard,10,2022-07-03,2023-07-04,Germany,32,Male,Smart TV,1 Month,July,July
1516,Premium,15,2022-07-12,2023-07-07,France,50,Male,Laptop,1 Month,July,July
1517,Basic,11,2022-07-15,2023-07-05,Brazil,28,Female,Smart TV,1 Month,July,July
1518,Standard,13,2022-07-19,2023-07-07,Mexico,45,Male,Smart TV,1 Month,July,July
1519,Premium,14,2022-07-27,2023-07-05,Spain,31,Male,Tablet,1 Month,July,July
1520,Basic,11,2022-07-29,2023-07-06,Italy,27,Female,Smartphone,1 Month,July,July
1521,Premium,11,2022-08-06,2023-07-05,Spain,49,Male,Tablet,1 Month,August,July
1522,Basic,10,2022-08-13,2023-07-06,Spain,32,Female,Laptop,1 Month,August,July
1523,Standard,13,2022-08-14,2023-07-05,United States,38,Male,Smart TV,1 Month,August,July
1524,Standard,11,2022-08-20,2023-07-07,Canada,39,Male,Smartphone,1 Month,August,July
1525,Basic,14,2022-08-24,2023-07-04,United States,50,Female,Tablet,1 Month,August,July
1526,Premium,10,2022-08-28,2023-07-06,United States,51,Male,Tablet,1 Month,August,July
1527,Basic,15,2022-09-05,2023-07-05,Canada,32,Female,Smart TV,1 Month,September,July
1528,Standard,12,2022-09-10,2023-07-07,United Kingdom,45,Female,Smart TV,1 Month,September,July
1529,Premium,12,2022-09-11,2023-07-04,Australia,31,Female,Laptop,1 Month,September,July
1530,Basic,12,2022-09-14,2023-07-06,Germany,44,Male,Smartphone,1 Month,September,July
1531,Premium,12,2022-09-21,2023-07-05,France,30,Female,Tablet,1 Month,September,July
1532,Basic,13,2022-09-26,2023-07-07,Brazil,44,Female,Tablet,1 Month,September,July
1533,Standard,10,2022-09-30,2023-07-03,Mexico,37,Male,Tablet,1 Month,September,July
1534,Standard,14,2022-10-02,2023-07-06,Spain,30,Female,Tablet,1 Month,October,July
1535,Basic,12,2022-10-06,2023-07-05,Italy,31,Female,Smart TV,1 Month,October,July
1536,Premium,15,2022-10-07,2023-07-06,Spain,31,Female,Laptop,1 Month,October,July
1537,Basic,15,2022-10-09,2023-07-06,Spain,44,Male,Tablet,1 Month,October,July
1538,Standard,10,2022-10-11,2023-07-05,United States,44,Female,Smart TV,1 Month,October,July
1539,Premium,14,2022-10-12,2023-07-05,Canada,34,Male,Laptop,1 Month,October,July
1540,Basic,12,2022-10-16,2023-07-06,United States,42,Male,Laptop,1 Month,October,July
1541,Premium,15,2022-10-17,2023-07-07,United States,33,Male,Smartphone,1 Month,October,July
1542,Basic,11,2022-10-21,2023-07-07,Canada,35,Male,Smart TV,1 Month,October,July
1543,Standard,15,2022-10-23,2023-07-06,United Kingdom,34,Female,Laptop,1 Month,October,July
1544,Standard,14,2022-10-25,2023-07-05,Australia,47,Male,Tablet,1 Month,October,July
1545,Basic,13,2022-10-27,2023-07-06,Germany,43,Female,Laptop,1 Month,October,July
1546,Premium,13,2022-10-29,2023-07-08,France,43,Male,Smart TV,1 Month,October,July
1547,Basic,13,2022-11-01,2023-07-05,Brazil,35,Female,Smartphone,1 Month,November,July
1548,Standard,13,2022-11-04,2023-07-06,Mexico,39,Male,Tablet,1 Month,November,July
1549,Premium,10,2022-11-04,2023-07-06,Spain,39,Male,Tablet,1 Month,November,July
1550,Basic,11,2022-11-04,2023-07-07,Italy,49,Female,Smart TV,1 Month,November,July
1551,Premium,14,2022-11-05,2023-07-04,Spain,30,Male,Tablet,1 Month,November,July
1552,Basic,12,2022-11-02,2023-07-05,Spain,31,Female,Tablet,1 Month,November,July
